Code,Name_KR,Name_EN,Category(존재),Subcategory,Main_Function(기능),Ambiguity,Note,Description(사전식 설명),CHECK_DUP,Has_Rule,Rule_ID,,intensity,Volatility,Dominance,Pairing,Avoid_pairing,Usage_position,,,,,
832.01,생크림,Cream,Lipid,Cream-Based Fat,Fat+Texture,-,유화 지방,부드러운 질감과 지방감을 제공하는 액상 유제품,-,-,-,,,,,,,,,,,,
832.02,사워크림,Sour Cream,Lipid,Cream-Based Fat,Fat+Acid,-,발효 크림,산미와 지방이 결합된 유제품,-,-,-,,,,,,,,,,,,
833,치즈 지방,Cheese-Based Fat,Lipid,Dairy Fat,Fat+Umami,-,하위군,발효와 응고를 통해 풍미와 감칠이 강화된 유제품 지방 계열,-,-,-,,,,,,,,,,,,
833.01,치즈,Cheese,Lipid,Cheese-Based Fat,Fat+Umami,-,발효 지방,발효를 통해 풍미와 감칠이 강화된 유제품,-,-,-,,,,,,,,,,,,
833.02,크림치즈,Cream Cheese,Lipid,Cheese-Based Fat,Fat+Texture,-,부드러운 치즈,지방과 단백질이 결합된 부드러운 유제품,-,-,-,,,,,,,,,,,,
833.03,마스카포네,Mascarpone,Lipid,Cheese-Based Fat,Fat+Texture,-,고지방 치즈,매우 부드럽고 고지방의 크림형 치즈,-,-,-,,,,,,,,,,,,
840,가공 지방,Processed Fat,Lipid,Processed Fat,Fat,-,상위군. “기능성(제과/안정성/유화)을 위해 인위적으로 가공된 지방”,"정제, 혼합, 가공을 통해 기능이나 안정성이 조정된 지방 계열로 조리 목적에 맞게 설계된 지방 시스템",-,-,-,,,,,,,,,,,,
841,제과/반죽용 가공 지방,Baking Processed Fat,Lipid,Processed Fat,Fat+Texture,-,하위군,"반죽의 결, 바삭함, 층 형성 등 제과·제빵 구조를 조절하기 위한 가공 지방 계열",-,-,-,,,,,,,,,,,,
841.01,쇼트닝,Shortening,Lipid,Baking Processed Fat,Fat+Texture,-,제과용 지방,제과와 튀김에서 바삭한 식감과 구조를 만드는 가공 지방,-,-,-,,,,,,,,,,,,
841.02,마가린,Margarine,Lipid,Baking Processed Fat,Fat+Aroma,-,대체 버터,식물성 또는 혼합 지방으로 만든 버터 대체 가공 지방,-,-,-,,,,,,,,,,,,
842,혼합 가공 지방,Blended Processed Fat,Lipid,Processed Fat,Fat,-,하위군,여러 지방을 혼합해 기능과 안정성을 조정한 가공 지방 계열,-,-,-,,,,,,,,,,,,
842.01,혼합 지방 블렌드,Fat Blend,Lipid,Blended Processed Fat,Fat,-,혼합 지방,여러 지방을 혼합해 기능을 조정한 가공 지방,-,-,-,,,,,,,,,,,,
842.02,라드 블렌드,Lard Blend,Lipid,Blended Processed Fat,Fat,-,동물성 혼합 지방,라드를 중심으로 기능을 조정한 혼합 가공 지방,-,-,-,,,,,,,,,,,,
843,정제/안정화 가공 지방,Refined / Stabilized Fat,Lipid,Processed Fat,Fat,-,하위군,"정제나 안정화 과정을 통해 보관성, 사용성, 열안정성을 높인 가공 지방 계열",-,-,-,,,,,,,,,,,,
843.01,정제 식물성 지방,Refined Vegetable Fat,Lipid,Refined / Stabilized Fat,Fat,-,정제 지방,불순물과 향을 제거하거나 안정성을 높이기 위해 정제된 식물성 지방,-,-,-,,,,,,,,,,,,
843.02,안정화 지방,Stabilized Fat,Lipid,Refined / Stabilized Fat,Fat+Texture,-,기능 안정화,사용 목적에 맞게 질감과 안정성을 조정한 가공 지방,-,-,-,,,,,,,,,,,,
850,유화 시스템,Emulsified Fat System,Lipid,Emulsion,Fat+Texture,-,상위군,지방과 수분이 결합하여 새로운 질감과 안정성을 형성하는 유화 상태의 시스템,-,-,-,,,,,,,,,,,,
851,안정 유화 시스템,Stable Emulsion,Lipid,Emulsion,Fat+Texture,-,하위군,지속적으로 분리되지 않고 유지되는 안정 유화 상태,-,-,-,,,,,,,,,,,,
851.01,마요네즈,Mayonnaise,Lipid,Stable Emulsion,Fat+Texture,-,안정 유화,대표적인 안정 유화 소스,-,-,-,,,,,,,,,,,,
851.02,아이올리,Aioli,Lipid,Stable Emulsion,Fat+Aroma,-,마늘 유화,마늘 기반 유화 소스,-,-,-,,,,,,,,,,,,
852,불안정 유화 시스템,Unstable Emulsion,Lipid,Emulsion,Fat+Acid,-,하위군,일시적으로 결합되며 쉽게 분리되는 유화 상태,-,-,-,,,,,,,,,,,,
852.01,비네그레트,Vinaigrette,Lipid,Unstable Emulsion,Fat+Acid,-,불안정 유화,오일과 식초가 결합된 드레싱,-,-,-,,,,,,,,,,,,
900,식감,Texture,Texture,Texture,-,-,상위군,음식에서 느껴지는 물리적 감각과 이를 형성하는 재료 및 구조 계열,-,-,-,,,,,,,,,,,,
910,구조 형성,Structure Formation,Texture,Texture,Structure,-,소분류,반죽 및 음식의 기본 형태와 골격을 형성하는 재료군,-,-,-,,,,,,,,,,,,
911,밀가루,Wheat Flour,Texture,Structure Formation,Structure,-,글루텐 구조,글루텐 형성을 통해 음식의 기본 구조와 탄성을 형성하는 곡물 분말,-,-,-,,,,,,,,,,,,
911.01,박력분,Cake Flour,Texture,Wheat Flour,Structure,-,저단백,"부드럽고 약한 구조 형성, 제과용",-,-,-,,,,,,,,,,,,
911.02,중력분,All-purpose Flour,Texture,Wheat Flour,Structure,-,범용,다양한 요리에 사용되는 중간 글루텐 구조,-,-,-,,,,,,,,,,,,
911.03,강력분,Bread Flour,Texture,Wheat Flour,Structure,-,고단백,강한 글루텐 형성으로 쫀득한 식감 형성,-,-,-,,,,,,,,,,,,
911.04,통밀가루,Whole Wheat Flour,Texture,Wheat Flour,Structure,-,거친 입자,섬유질 포함으로 밀도 있는 구조 형성,-,-,-,,,,,,,,,,,,
920,점도 형성(유동성 유지),Viscosity Formation,Texture,Texture,Viscosity,-,소분류,액체의 점도를 증가시켜 흐름과 농도를 조절하는 재료군,-,-,-,,,,,,,,,,,,
921,전분,Starch,Texture,Viscosity Formation,Viscosity,-,증점 핵심,가열 시 점도를 증가시키고 질감을 부드럽게 만드는 탄수화물,-,-,-,,,,,,,,,,,,
921.01,옥수수전분,Corn Starch,Texture,Starch,Viscosity,-,투명 점도,가열 시 투명하고 부드러운 점도 형성,-,-,-,,,,,,,,,,,,
921.02,감자전분,Potato Starch,Texture,Starch,Viscosity,-,강한 점도,높은 점성과 탄력 있는 질감 형성,-,-,-,,,,,,,,,,,,
922,검류,Gum,Texture,Viscosity Formation,Viscosity,-,고효율 증점,소량으로 점도와 안정성을 크게 증가시키는 재료군,-,-,-,,,,,,,,,,,,
922.01,잔탄검,Xanthan Gum,Texture,Gum,Viscosity,-,강력 증점,소량으로 높은 점도 형성과 분리 방지,-,-,-,,,,,,,,,,,,
922.02,펙틴,Pectin,Texture,Gum,Viscosity,-,겔 형성 보조,잼 및 젤 구조 형성에 사용되는 식물성 점증제,-,-,-,,,,,,,,,,,,
930,젤 형성(형태 고정),Gel Formation,Texture,Texture,Gel,-,소분류,액체를 고정된 형태로 전환하여 탄성 및 고형 구조를 만드는 재료군,-,-,-,,,,,,,,,,,,
931,젤화 재료,Gelling Agent,Texture,Gel Formation,Gel,-,구조 고정,액체를 고체 또는 반고체 형태로 전환하는 재료,-,-,-,,,,,,,,,,,,
931.01,젤라틴,Gelatin,Texture,Gelling Agent,Gel,-,동물성,부드럽고 탄력 있는 젤 구조 형성,-,-,-,,,,,,,,,,,,
931.02,한천,Agar,Texture,Gelling Agent,Gel,-,식물성,단단하고 깔끔한 젤 구조 형성,-,-,-,,,,,,,,,,,,
940,팽창 형성,Aeration,Texture,Texture,Airy,-,소분류,기체를 생성하여 부풀림과 공기 구조를 형성하는 재료군,-,-,-,,,,,,,,,,,,
941,팽창 재료,Leavening Agent,Texture,Aeration,Airy,-,기체 생성,반응 또는 발효로 기체를 생성하여 구조를 확장,-,-,-,,,,,,,,,,,,
941.01,베이킹파우더,Baking Powder,Texture,Leavening Agent,Airy,-,화학 반응,열 반응으로 기체 발생 → 부풀림 형성,-,-,-,,,,,,,,,,,,
941.02,이스트,Yeast,Texture,Leavening Agent,Airy,-,발효,발효를 통해 기체 생성 및 구조 팽창,-,-,-,,,,,,,,,,,,
950,표면 구조 형성,Surface Formation,Texture,Texture,Surface,-,소분류,표면 코팅 및 외피를 형성하여 바삭함과 보호층을 만드는 재료군,-,-,-,,,,,,,,,,,,
951,코팅 재료,Coating Agent,Texture,Surface Formation,Surface,-,혼합 구조,표면 코팅을 통해 식감 변화를 유도하는 재료군,-,-,-,,,,,,,,,,,,
951.01,튀김가루,Frying Mix,Texture,Coating Agent,Surface,-,바삭 외피,튀김 시 바삭한 외피 형성,-,-,-,,,,,,,,,,,,
951.02,부침가루,Batter Mix,Texture,Coating Agent,Surface,-,부드러운 코팅,부침 요리에 적합한 코팅층 형성,-,-,-,,,,,,,,,,,,
951.03,빵가루,Panko,Texture,Coating Agent,Surface,-,입자 코팅,거친 입자 구조로 바삭한 외피 형성,-,-,-,,,,,,,,,,,,
